ADD/CHG/DEL/WDR;Unique UN Assigned ID; ABIE/ BBIE/ ASBIE/ACC/BCC/ASCC/DT/CC/SC;Dictionary Entry Name (auto generated);Definition Mandatory;Working comments and instructions;Publication comments;Object Class Term Qualifier(s);Object Class Term;Property Term Qualifier(s);Property Term;Datatype Qualifier(s);Representation Term;Qualified Data Type UID;Associated Object Class Term Qualifier(s);Associated Object Class;Business Term(s);Usage Rule(s);Sequence Number;Occurrence Min;Occurrence Max;Context Categories Mandatory for BIE's;;;;;;;;;;;;;;;;;;;;;;;;Facets To restrict the set of values of Content Component or Supplementary Components;;;;;;;;;;;;;
ADD;UN00001744;ASCC;Consignment Item. Physical. Shipping Marks;Physical shipping marks and barcode information for this consignment item.;;;;Consignment Item;;Physical;;;;;Shipping Marks;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001745;ASCC;Consignment Item. Linear. Dimension;A linear dimension or set of linear dimensions for this consignment item.;;;;Consignment Item;;Linear;;;;;Dimension;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001746;ASCC;Consignment Item. Origin. Country;A country of origin where this consignment item has been produced.;;;;Consignment Item;;Origin;;;;;Country;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001747;ASCC;Consignment Item. Origin. Geopolitical Region;A geopolitical region of origin for this consignment item.;;;;Consignment Item;;Origin;;;;;Geopolitical Region;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001748;ASCC;Consignment Item. Export. Geopolitical Region;A geopolitical region of export for this consignment item.;;;;Consignment Item;;Export;;;;;Geopolitical Region;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001749;ASCC;Consignment Item. Destination. Country;A destination country for this consignment item.;;;;Consignment Item;;Destination;;;;;Country;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001750;ASCC;Consignment Item. Importation. Country;The importation country for this consignment item.;;;;Consignment Item;;Importation;;;;;Country;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001751;ASCC;Consignment Item. Associated. Transport Equipment;Transport equipment associated with this consignment item.;;;;Consignment Item;;Associated;;;;;Transport Equipment;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001752;ASCC;Consignment Item. Manufacturer. Party;The party which manufactured this consignment item.;;;;Consignment Item;;Manufacturer;;;;;Party;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001753;ASCC;Consignment Item. Despatch. Party;A party from whom this consignment item will be or has been despatched.;;;;Consignment Item;;Despatch;;;;;Party;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001754;ASCC;Consignment Item. Delivery. Party;A party to whom this consignment item will be or has been delivered.;;;;Consignment Item;;Delivery;;;;;Party;Delivery Address;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001755;ASCC;Consignment Item. Associated. Document;A document associated with this consignment item.;;;;Consignment Item;;Associated;;;;;Document;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001756;ASCC;Consignment Item. Applicable. Transport Means;A means of transport applicable to this consignment item.;;;;Consignment Item;;Applicable;;;;;Transport Means;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001757;ASCC;Consignment Item. Applicable. Customs Procedure;A customs procedure applicable to this consignment item.;;;;Consignment Item;;Applicable;;;;;Customs Procedure;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001758;ASCC;Consignment Item. Transport. Package;A transport package for this consignment item.;;;;Consignment Item;;Transport;;;;;Package;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001759;ASCC;Consignment Item. Included. Trade Line Item;A trade line item included in this consignment item.;;;;Consignment Item;;Included;;;;;Trade Line Item;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001760;ASCC;Consignment Item. Applicable. Service Charge;A service charge applicable to this consignment item.;;;;Consignment Item;;Applicable;;;;;Service Charge;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001761;ASCC;Consignment Item. Reported. Status;A status reported for this consignment item.;;;;Consignment Item;;Reported;;;;;Status;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001762;ACC;Consignment. Details;A separately identifiable collection of goods items to be transported or available to be transported from one consignor to one consignee via one or more modes of transport where each consignment is the subject of one single transport contract.;;;;Consignment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001763;BCC;Consignment. Identification. Identifier;A unique identifier for this consignment or part of this consignment.;;;;Consignment;;Identification;;Identifier;;;;UCR, Unique Consignment Reference;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001764;BCC;Consignment. Consignor Assigned. Identifier;The unique identifier assigned by the consignor to this consignment.;;;;Consignment;;Consignor Assigned;;Identifier;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001765;BCC;Consignment. Consignee Assigned. Identifier;The unique identifier assigned by the consignee to this consignment.;;;;Consignment;;Consignee Assigned;;Identifier;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001766;BCC;Consignment. Carrier Assigned. Identifier;The unique identifier assigned by the carrier to this consignment such as a booking reference number when cargo space is reserved prior to loading.;;;;Consignment;;Carrier Assigned;;Identifier;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001767;BCC;Consignment. Freight Forwarder Assigned. Identifier;The unique identifier assigned by the freight forwarder to this consignment.;;;;Consignment;;Freight Forwarder Assigned;;Identifier;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001768;BCC;Consignment. Sequence. Numeric;A sequence number for this consignment.;;;;Consignment;;Sequence;;Numeric;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001769;BCC;Consignment. Loading Sequence. Numeric;A sequence number for the loading of this consignment.;;;;Consignment;;Loading Sequence;;Numeric;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001773;BCC;Consignment. Availability Due. Date Time;A date, time, date time, or other date time value when this consignment is due to be available.;;;;Consignment;;Availability Due;;Date Time;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001774;BCC;Consignment. Carrier Acceptance. Date Time;A date, time, date time, or other date time value when this consignment will be, or has been, accepted by the carrier.;;;;Consignment;;Carrier Acceptance;;Date Time;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001775;BCC;Consignment. Export Exit. Date Time;A date, time, date time, or other date time value when this consignment will exit, or has exited from the last port, airport, or border post of the country of export.;;;;Consignment;;Export Exit;;Date Time;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001776;BCC;Consignment. Gross Weight. Measure;A measure of the gross weight (mass) of this consignment which includes the weight of packaging but which excludes the weight of any transport equipment.;;;;Consignment;;Gross Weight;;Measure;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001777;BCC;Consignment. Net Weight. Measure;A measure of the net weight (mass) of this consignment which excludes the weight of packaging of this consignment and that of any transport equipment.;;;;Consignment;;Net Weight;;Measure;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001778;BCC;Consignment. Gross Volume. Measure;A measure of the gross volume, normally calculated by multiplying the maximum length, width and height of this consignment.;;;;Consignment;;Gross Volume;;Measure;;;;Gross Volume, GMC;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001779;BCC;Consignment. Loading Length. Measure;A measure of the loading length which is the length along a means of transport over which the complete width and height is needed for loading all the goods items in this consignment.;;;;Consignment;;Loading Length;;Measure;;;;Loading Meters;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001780;BCC;Consignment. Chargeable Weight. Measure;A measure of a chargeable weight of this consignment.;;;;Consignment;;Chargeable Weight;;Measure;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001781;BCC;Consignment. FOB. Amount;The monetary value that has to be, or has been, paid for this consignment as calculated under FOB (Free on Board) delivery terms.;;;;Consignment;;FOB;;Amount;;;;Free on Board Value;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001782;BCC;Consignment. Insurance Value. Amount;A monetary value of this consignment as covered by an insurance policy.;;;;Consignment;;Insurance Value;;Amount;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001783;BCC;Consignment. Insurance Premium. Amount;A monetary value of an insurance premium for this consignment.;;;;Consignment;;Insurance Premium;;Amount;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001784;BCC;Consignment. Associated Invoice. Amount;A monetary value of an invoice associated with this consignment.;;;;Consignment;;Associated Invoice;;Amount;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001785;BCC;Consignment. Total Charge. Amount;A total monetary value of all freight and other service charges for this consignment.;;;;Consignment;;Total Charge;;Amount;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001786;BCC;Consignment. Total Collect Charge. Amount;A total monetary value of all freight and other service charges which are to be collected from the consignee at or after delivery for this consignment.;;;;Consignment;;Total Collect Charge;;Amount;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001787;BCC;Consignment. Total Prepaid Charge. Amount;A total monetary value of all freight and other service charges which have been paid in advance for this consignment.;;;;Consignment;;Total Prepaid Charge;;Amount;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001788;BCC;Consignment. Total Allowance Charge. Amount;A total monetary value of all allowances and charges for this consignment.;;;;Consignment;;Total Allowance Charge;;Amount;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001789;BCC;Consignment. Total Disbursement. Amount;A monetary value of total disbursement for this consignment, such as the amount to be collected by the carrier according to the order given by the consignor.;;;;Consignment;;Total Disbursement;;Amount;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001790;BCC;Consignment. Total Export Exit To Import Entry Charge. Amount;A monetary value of the total charge or charges of freight, insurance and other services for this consignment calculated from the export exit location to the import entry location.;;;;Consignment;;Total Export Exit To Import Entry Charge;;Amount;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001791;BCC;Consignment. COD. Amount;The monetary value of the COD (Cash On Delivery) amount to be collected by the carrier upon delivery of this consignment.;;;;Consignment;;COD;;Amount;;;;Cash On Delivery Amount;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001792;BCC;Consignment. Associated Invoice Discount. Amount;A monetary value of the discount on an invoice associated with this consignment.;;;;Consignment;;Associated Invoice Discount;;Amount;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001793;BCC;Consignment. Associated Invoice Discount. Percent;A percent of an invoice amount that is a discount on an invoice associated with this consignment.;;;;Consignment;;Associated Invoice Discount;;Percent;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001794;BCC;Consignment. Nil Customs Value. Indicator;The indication of whether or not this consignment has a nil value for customs.;;;;Consignment;;Nil Customs Value;;Indicator;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001795;BCC;Consignment. Nil Carriage Value. Indicator;The indication of whether or not this consignment has a nil value for carriage.;;;;Consignment;;Nil Carriage Value;;Indicator;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001796;BCC;Consignment. Nil Insurance Value. Indicator;The indication of whether or not this consignment has a nil value for insurance.;;;;Consignment;;Nil Insurance Value;;Indicator;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001797;BCC;Consignment. Transport Split Description. Text;A textual description of the transport split of this consignment across different transport means or transport equipment.;;;;Consignment;;Transport Split Description;;Text;;;;Transport Split;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001798;BCC;Consignment. Containerization. Indicator;The indication of whether or not this consignment is to be transported in a container or containers.;;;;Consignment;;Containerization;;Indicator;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001799;BCC;Consignment. Consignment Item. Quantity;The number of consignment items separately defined for transport or customs purposes within this consignment.;;;;Consignment;;Consignment Item;;Quantity;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001800;BCC;Consignment. Package. Quantity;The number of packages within this consignment.;;;;Consignment;;Package;;Quantity;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001801;BCC;Consignment. Transport Equipment. Quantity;The number of pieces of transport equipment, such as containers or similar unit load devices, in this consignment.;;;;Consignment;;Transport Equipment;;Quantity;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001802;BCC;Consignment. Chargeable Transportation Stage. Quantity;The quantity of separately chargeable transportation stages to be covered by this consignment.;;;;Consignment;;Chargeable Transportation Stage;;Quantity;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001803;BCC;Consignment. Summary Description. Text;A textual summary description of this consignment.;;;;Consignment;;Summary Description;;Text;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001804;BCC;Consignment. Package Type. Text;A type of package, expressed as text, for this consignment.;;;;Consignment;;Package Type;;Text;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001805;BCC;Consignment. Goods Release Restriction. Text;A goods release restriction, expressed as text, for this consignment.;;;;Consignment;;Goods Release Restriction;;Text;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001806;BCC;Consignment. Information. Text;Information, expressed as text, for this consignment.;;;;Consignment;;Information;;Text;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002727;BCC;Consignment. Ship Stores. Indicator;The indication of whether or not this consignment is for ship stores, such as for consumption on the means of transport.;;;;Consignment;;Ship Stores;;Indicator;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001807;ASCC;Consignment. Consignor. Party;The consignor party for this consignment.;;;;Consignment;;Consignor;;;;;Party;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001808;ASCC;Consignment. Consignee. Party;The consignee party for this consignment.;;;;Consignment;;Consignee;;;;;Party;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001809;ASCC;Consignment. Carrier. Party;The carrier party for this consignment.;;;;Consignment;;Carrier;;;;;Party;Transport Service Provider;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001810;ASCC;Consignment. Carrier Agent. Party;The party acting as the agent of the carrier for this consignment.;;;;Consignment;;Carrier Agent;;;;;Party;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001811;ASCC;Consignment. Freight Forwarder. Party;The party undertaking the freight forwarding of this consignment.;;;;Consignment;;Freight Forwarder;;;;;Party;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001812;ASCC;Consignment. Importer. Party;The party who imports this consignment.;;;;Consignment;;Importer;;;;;Party;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001813;ASCC;Consignment. Exporter. Party;The party who exports this consignment.;;;;Consignment;;Exporter;;;;;Party;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001814;ASCC;Consignment. Despatch. Party;A party from whom this consignment will be or has been despatched.;;;;Consignment;;Despatch;;;;;Party;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001815;ASCC;Consignment. Delivery. Party;A party to whom this consignment will be, or has been, delivered.;;;;Consignment;;Delivery;;;;;Party;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001816;ASCC;Consignment. Ship From. Party;The ship from party for this consignment.;;;;Consignment;;Ship From;;;;;Party;Original Despatch Party;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001817;ASCC;Consignment. Ship To. Party;The ship to party for this consignment.;;;;Consignment;;Ship To;;;;;Party;Final Delivery Party;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001818;ASCC;Consignment. Notified. Party;A party who has been or will be notified about this consignment.;;;;Consignment;;Notified;;;;;Party;Notify Party;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001819;ASCC;Consignment. Customs Import Agent. Party;The party acting as an agent for, or on behalf of, the consignee with respect to the customs import procedures for this consignment.;;;;Consignment;;Customs Import Agent;;;;;Party;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001820;ASCC;Consignment. Customs Export Agent. Party;The party acting as an agent for, or on behalf of, the consignor with respect to the customs export procedures for this consignment.;;;;Consignment;;Customs Export Agent;;;;;Party;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001821;ASCC;Consignment. Customs Transit Agent. Party;The party acting as an agent for, or on behalf of, the consignor with respect to customs transit procedures for this consignment.;;;;Consignment;;Customs Transit Agent;;;;;Party;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001822;ASCC;Consignment. Dangerous Goods Notifier. Party;The party responsible for providing the dangerous goods notification in accordance with the dangerous goods regulations relevant for this consignment.;;;;Consignment;;Dangerous Goods Notifier;;;;;Party;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001823;ASCC;Consignment. Carrier Acceptance. Location;The location where this consignment will be, or has been, accepted by the carrier.;;;;Consignment;;Carrier Acceptance;;;;;Location;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001824;ASCC;Consignment. Transshipment. Location;A transshipment location for this consignment.;;;;Consignment;;Transshipment;;;;;Location;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001827;ASCC;Consignment. Warehouse. Location;A warehouse location for this consignment.;;;;Consignment;;Warehouse;;;;;Location;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001828;ASCC;Consignment. Consignee Receipt. Location;The location at which this consignment will be or has been received by the consignee.;;;;Consignment;;Consignee Receipt;;;;;Location;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001829;ASCC;Consignment. Loading Baseport. Location;The baseport location at which this consignment is to be loaded on a means of transport according to the transport contract.;;;;Consignment;;Loading Baseport;;;;;Location;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
